time,temperature_2m (°C),apparent_temperature (°C),precipitation_probability (%),precipitation (mm),rain (mm)
2023-10-30T10:00,28.9,31.7,0,0.00,0.00
2023-10-30T11:00,30.3,33.4,0,0.00,0.00
2023-10-30T12:00,31.2,34.4,0,0.00,0.00
2023-10-30T13:00,31.9,34.4,0,0.00,0.00
2023-10-30T14:00,31.9,33.6,0,0.00,0.00
2023-10-30T15:00,31.4,32.7,0,0.00,0.00
2023-10-30T16:00,30.5,31.6,0,0.00,0.00
2023-10-30T17:00,28.7,31.2,0,0.00,0.00
2023-10-30T18:00,26.5,29.1,0,0.00,0.00
2023-10-30T19:00,25.2,27.9,0,0.00,0.00
2023-10-30T20:00,24.0,26.7,0,0.00,0.00
2023-10-30T21:00,23.0,25.5,0,0.00,0.00
2023-10-30T22:00,22.2,24.7,0,0.00,0.00
2023-10-30T23:00,21.5,24.4,0,0.00,0.00
2023-10-31T00:00,21.0,23.8,0,0.00,0.00
2023-10-31T01:00,20.6,23.4,0,0.00,0.00
2023-10-31T02:00,20.2,23.1,0,0.00,0.00
2023-10-31T03:00,19.9,22.5,0,0.00,0.00
2023-10-31T04:00,19.6,22.1,0,0.00,0.00
2023-10-31T05:00,19.6,22.2,0,0.00,0.00
2023-10-31T06:00,19.3,21.8,0,0.00,0.00
2023-10-31T07:00,19.8,22.4,0,0.00,0.00
2023-10-31T08:00,22.7,25.5,0,0.00,0.00
2023-10-31T09:00,26.1,28.8,0,0.00,0.00
2023-10-31T10:00,28.6,31.3,0,0.00,0.00
2023-10-31T11:00,29.8,32.8,0,0.00,0.00
2023-10-31T12:00,30.5,33.4,0,0.00,0.00
2023-10-31T13:00,31.0,33.2,0,0.00,0.00
2023-10-31T14:00,31.1,32.4,0,0.00,0.00
2023-10-31T15:00,30.7,31.6,0,0.00,0.00
2023-10-31T16:00,29.8,31.0,0,0.00,0.00
2023-10-31T17:00,28.2,30.9,0,0.00,0.00
2023-10-31T18:00,26.3,29.2,0,0.00,0.00
2023-10-31T19:00,25.2,28.3,0,0.00,0.00
2023-10-31T20:00,24.2,27.3,0,0.00,0.00
2023-10-31T21:00,23.1,26.0,0,0.00,0.00
2023-10-31T22:00,22.2,24.9,0,0.00,0.00
2023-10-31T23:00,21.8,24.6,0,0.00,0.00
2023-11-01T00:00,21.3,24.0,0,0.00,0.00
2023-11-01T01:00,20.9,23.4,0,0.00,0.00
2023-11-01T02:00,20.5,23.0,0,0.00,0.00
2023-11-01T03:00,20.1,22.5,0,0.00,0.00
2023-11-01T04:00,19.7,22.2,0,0.00,0.00
2023-11-01T05:00,19.1,21.5,0,0.00,0.00
2023-11-01T06:00,18.8,21.0,0,0.00,0.00
2023-11-01T07:00,19.2,21.5,0,0.00,0.00
2023-11-01T08:00,21.9,24.7,0,0.00,0.00
2023-11-01T09:00,25.1,27.9,0,0.00,0.00
2023-11-01T10:00,27.8,30.8,0,0.00,0.00
2023-11-01T11:00,29.3,32.9,0,0.00,0.00
2023-11-01T12:00,30.2,33.4,0,0.00,0.00
2023-11-01T13:00,30.9,33.7,0,0.00,0.00
2023-11-01T14:00,31.3,32.6,0,0.00,0.00
2023-11-01T15:00,31.0,31.8,0,0.00,0.00
2023-11-01T16:00,30.1,31.1,0,0.00,0.00
2023-11-01T17:00,28.0,30.4,0,0.00,0.00
2023-11-01T18:00,26.0,28.6,0,0.00,0.00
2023-11-01T19:00,25.1,27.9,0,0.00,0.00
2023-11-01T20:00,24.3,27.0,0,0.00,0.00
2023-11-01T21:00,23.6,26.5,0,0.00,0.00
2023-11-01T22:00,23.0,25.8,0,0.00,0.00
2023-11-01T23:00,21.6,24.5,0,0.00,0.00
2023-11-02T00:00,21.0,23.8,0,0.00,0.00
2023-11-02T01:00,20.5,23.3,0,0.00,0.00
2023-11-02T02:00,20.0,22.8,0,0.00,0.00
2023-11-02T03:00,19.5,22.3,0,0.00,0.00
2023-11-02T04:00,19.0,21.8,0,0.00,0.00
2023-11-02T05:00,18.7,21.0,0,0.00,0.00
2023-11-02T06:00,18.5,20.9,0,0.00,0.00
2023-11-02T07:00,19.0,21.6,0,0.00,0.00
2023-11-02T08:00,21.5,24.4,0,0.00,0.00
2023-11-02T09:00,25.1,28.0,0,0.00,0.00
2023-11-02T10:00,27.8,30.5,0,0.00,0.00
2023-11-02T11:00,28.9,32.0,0,0.00,0.00
2023-11-02T12:00,29.8,32.8,0,0.00,0.00
2023-11-02T13:00,30.5,33.0,0,0.00,0.00
2023-11-02T14:00,30.7,32.4,0,0.00,0.00
2023-11-02T15:00,30.4,31.5,0,0.00,0.00
2023-11-02T16:00,29.6,30.9,0,0.00,0.00
2023-11-02T17:00,27.7,30.5,0,0.00,0.00
2023-11-02T18:00,25.7,28.8,0,0.00,0.00
2023-11-02T19:00,24.9,28.1,0,0.00,0.00
2023-11-02T20:00,24.0,27.0,0,0.00,0.00
2023-11-02T21:00,23.3,26.3,0,0.00,0.00
2023-11-02T22:00,22.8,25.7,0,0.00,0.00
2023-11-02T23:00,21.8,24.7,0,0.00,0.00
2023-11-03T00:00,21.4,24.1,0,0.00,0.00
2023-11-03T01:00,20.9,23.6,0,0.00,0.00
2023-11-03T02:00,20.5,23.1,0,0.00,0.00
2023-11-03T03:00,20.0,22.6,0,0.00,0.00
2023-11-03T04:00,19.5,22.1,0,0.00,0.00
2023-11-03T05:00,19.1,21.2,0,0.00,0.00
2023-11-03T06:00,18.8,21.0,0,0.00,0.00
2023-11-03T07:00,19.1,21.4,0,0.00,0.00
2023-11-03T08:00,21.4,23.9,0,0.00,0.00
2023-11-03T09:00,24.0,26.4,0,0.00,0.00
2023-11-03T10:00,26.6,29.3,0,0.00,0.00
2023-11-03T11:00,27.7,31.2,0,0.00,0.00
2023-11-03T12:00,28.8,32.1,0,0.00,0.00
2023-11-03T13:00,29.6,32.2,0,0.00,0.00
2023-11-03T14:00,29.8,31.4,0,0.00,0.00
2023-11-03T15:00,29.5,30.9,0,0.00,0.00
2023-11-03T16:00,28.8,30.1,0,0.00,0.00
2023-11-03T17:00,27.5,30.7,0,0.00,0.00
2023-11-03T18:00,26.1,29.1,0,0.00,0.00
2023-11-03T19:00,23.9,24.5,0,0.00,0.00
2023-11-03T20:00,21.8,23.7,0,0.00,0.00
2023-11-03T21:00,20.8,23.0,0,0.00,0.00
2023-11-03T22:00,20.0,22.3,0,0.00,0.00
2023-11-03T23:00,20.2,22.6,0,0.00,0.00
2023-11-04T00:00,19.8,22.0,0,0.00,0.00
2023-11-04T01:00,19.4,21.6,0,0.00,0.00
2023-11-04T02:00,19.1,21.2,0,0.00,0.00
2023-11-04T03:00,19.0,21.4,0,0.00,0.00
2023-11-04T04:00,18.8,21.0,0,0.00,0.00
2023-11-04T05:00,18.8,21.1,0,0.00,0.00
2023-11-04T06:00,18.5,21.0,0,0.00,0.00
2023-11-04T07:00,18.8,21.1,0,0.00,0.00
2023-11-04T08:00,21.2,23.9,0,0.00,0.00
2023-11-04T09:00,24.0,26.7,0,0.00,0.00
2023-11-04T10:00,26.5,29.5,0,0.00,0.00
2023-11-04T11:00,27.4,30.8,0,0.00,0.00
2023-11-04T12:00,28.5,31.7,0,0.00,0.00
2023-11-04T13:00,29.1,31.8,0,0.00,0.00
2023-11-04T14:00,29.3,31.2,0,0.00,0.00
2023-11-04T15:00,29.0,30.5,0,0.00,0.00
2023-11-04T16:00,28.3,29.8,0,0.00,0.00
2023-11-04T17:00,26.9,29.7,0,0.00,0.00
2023-11-04T18:00,24.9,28.1,0,0.00,0.00
2023-11-04T19:00,23.7,27.0,0,0.00,0.00
2023-11-04T20:00,22.9,26.2,0,0.00,0.00
2023-11-04T21:00,22.0,25.1,0,0.00,0.00
2023-11-04T22:00,21.2,24.2,0,0.00,0.00
2023-11-04T23:00,20.3,23.2,0,0.00,0.00
2023-11-05T00:00,20.0,22.8,0,0.00,0.00
2023-11-05T01:00,19.9,22.6,0,0.00,0.00
2023-11-05T02:00,19.5,22.1,0,0.00,0.00
2023-11-05T03:00,19.3,21.8,0,0.00,0.00
2023-11-05T04:00,19.0,21.5,0,0.00,0.00
2023-11-05T05:00,18.1,20.6,0,0.00,0.00
2023-11-05T06:00,17.7,20.2,0,0.00,0.00
2023-11-05T07:00,17.9,20.5,0,0.00,0.00
2023-11-05T08:00,18.8,21.7,0,0.00,0.00
2023-11-05T09:00,22.7,25.9,0,0.00,0.00
2023-11-05T10:00,25.6,28.8,0,0.00,0.00
2023-11-05T11:00,28.0,31.0,0,0.00,0.00
2023-11-05T12:00,29.1,31.8,0,0.00,0.00
2023-11-05T13:00,29.8,31.6,0,0.00,0.00
2023-11-05T14:00,30.0,30.6,0,0.00,0.00
2023-11-05T15:00,29.7,29.5,0,0.00,0.00
2023-11-05T16:00,28.7,28.6,0,0.00,0.00
2023-11-05T17:00,26.7,28.6,0,0.00,0.00
2023-11-05T18:00,24.6,26.6,0,0.00,0.00
2023-11-05T19:00,23.2,25.3,0,0.00,0.00
2023-11-05T20:00,22.1,24.1,0,0.00,0.00
2023-11-05T21:00,21.0,22.9,0,0.00,0.00
2023-11-05T22:00,20.2,22.2,0,0.00,0.00
2023-11-05T23:00,19.3,21.5,0,0.00,0.00
2023-11-06T00:00,18.8,21.0,0,0.00,0.00
2023-11-06T01:00,18.4,20.5,0,0.00,0.00
2023-11-06T02:00,18.1,20.0,0,0.00,0.00
2023-11-06T03:00,17.8,19.5,0,0.00,0.00
2023-11-06T04:00,17.5,19.1,0,0.00,0.00
2023-11-06T05:00,16.6,18.6,0,0.00,0.00
2023-11-06T06:00,16.0,17.8,0,0.00,0.00
2023-11-06T07:00,16.6,18.5,0,0.00,0.00
2023-11-06T08:00,18.5,20.7,0,0.00,0.00
2023-11-06T09:00,22.5,25.0,0,0.00,0.00
2023-11-06T10:00,25.6,28.1,0,0.00,0.00
2023-11-06T11:00,27.1,29.4,0,0.00,0.00
2023-11-06T12:00,28.3,30.5,0,0.00,0.00
2023-11-06T13:00,29.0,30.5,0,0.00,0.00
2023-11-06T14:00,29.3,29.8,0,0.00,0.00
2023-11-06T15:00,29.1,28.9,0,0.00,0.00
2023-11-06T16:00,28.3,28.0,0,0.00,0.00
2023-11-06T17:00,26.8,28.8,0,0.00,0.00
2023-11-06T18:00,24.7,26.6,0,0.00,0.00
2023-11-06T19:00,23.4,25.5,0,0.00,0.00
2023-11-06T20:00,22.3,24.3,0,0.00,0.00
2023-11-06T21:00,21.2,23.0,0,0.00,0.00
2023-11-06T22:00,20.6,22.1,0,0.00,0.00
2023-11-06T23:00,18.9,20.5,0,0.00,0.00
2023-11-07T00:00,18.5,20.0,0,0.00,0.00
2023-11-07T01:00,18.1,19.4,0,0.00,0.00
2023-11-07T02:00,17.7,19.0,0,0.00,0.00
2023-11-07T03:00,17.4,18.6,0,0.00,0.00
2023-11-07T04:00,17.0,18.2,0,0.00,0.00
2023-11-07T05:00,17.1,18.4,0,0.00,0.00
2023-11-07T06:00,16.7,18.3,0,0.00,0.00
2023-11-07T07:00,17.0,18.4,0,0.00,0.00
2023-11-07T08:00,19.6,21.7,0,0.00,0.00
2023-11-07T09:00,23.1,25.1,0,0.00,0.00
2023-11-07T10:00,26.1,27.9,0,0.00,0.00
2023-11-07T11:00,27.9,30.3,0,0.00,0.00
2023-11-07T12:00,29.2,30.9,0,0.00,0.00
2023-11-07T13:00,30.1,30.9,0,0.00,0.00
2023-11-07T14:00,30.2,30.2,0,0.00,0.00
2023-11-07T15:00,29.9,29.4,0,0.00,0.00
2023-11-07T16:00,28.8,28.6,0,0.00,0.00
2023-11-07T17:00,26.9,28.6,0,0.00,0.00
2023-11-07T18:00,24.7,26.8,0,0.00,0.00
2023-11-07T19:00,24.0,26.3,0,0.00,0.00
2023-11-07T20:00,23.3,25.4,0,0.00,0.00
2023-11-07T21:00,22.6,24.6,0,0.00,0.00
2023-11-07T22:00,21.7,23.6,0,0.00,0.00
2023-11-07T23:00,20.5,22.6,0,0.00,0.00
2023-11-08T00:00,20.0,22.0,0,0.00,0.00
2023-11-08T01:00,19.5,21.4,0,0.00,0.00
2023-11-08T02:00,19.1,20.9,0,0.00,0.00
2023-11-08T03:00,18.5,20.6,0,0.00,0.00
2023-11-08T04:00,18.3,20.6,0,0.00,0.00
2023-11-08T05:00,18.3,20.3,0,0.00,0.00
2023-11-08T06:00,17.9,19.8,0,0.00,0.00
2023-11-08T07:00,18.2,20.3,0,0.00,0.00
2023-11-08T08:00,20.3,22.7,0,0.00,0.00
2023-11-08T09:00,23.5,26.3,0,0.00,0.00
2023-11-08T10:00,26.5,29.1,0,0.00,0.00
2023-11-08T11:00,27.6,30.0,0,0.00,0.00
2023-11-08T12:00,29.0,31.0,0,0.00,0.00
2023-11-08T13:00,29.9,31.1,0,0.00,0.00
2023-11-08T14:00,30.2,30.1,0,0.00,0.00
2023-11-08T15:00,29.9,29.4,0,0.00,0.00
2023-11-08T16:00,29.1,28.9,0,0.00,0.00
2023-11-08T17:00,27.0,29.1,0,0.00,0.00
2023-11-08T18:00,25.6,27.7,0,0.00,0.00
2023-11-08T19:00,24.7,27.0,0,0.00,0.00
2023-11-08T20:00,24.0,26.1,0,0.00,0.00
2023-11-08T21:00,23.3,25.4,0,0.00,0.00
2023-11-08T22:00,22.4,24.5,0,0.00,0.00
2023-11-08T23:00,20.7,23.0,0,0.00,0.00
2023-11-09T00:00,20.0,22.1,0,0.00,0.00
2023-11-09T01:00,19.4,21.2,0,0.00,0.00
2023-11-09T02:00,19.0,20.8,0,0.00,0.00
2023-11-09T03:00,18.4,20.3,0,0.00,0.00
2023-11-09T04:00,18.1,20.2,0,0.00,0.00
2023-11-09T05:00,18.2,19.9,0,0.00,0.00
2023-11-09T06:00,17.9,19.7,0,0.00,0.00
2023-11-09T07:00,18.2,20.0,0,0.00,0.00
2023-11-09T08:00,20.5,22.6,0,0.00,0.00
2023-11-09T09:00,23.5,25.8,0,0.00,0.00
2023-11-09T10:00,25.8,28.1,0,0.00,0.00
2023-11-09T11:00,27.2,29.4,0,0.00,0.00
2023-11-09T12:00,28.6,31.0,0,0.00,0.00
2023-11-09T13:00,29.5,31.5,0,0.00,0.00
2023-11-09T14:00,29.7,31.0,0,0.00,0.00
2023-11-09T15:00,29.5,30.5,0,0.00,0.00
2023-11-09T16:00,28.8,29.6,0,0.00,0.00
2023-11-09T17:00,27.2,30.0,0,0.00,0.00
2023-11-09T18:00,25.4,28.0,0,0.00,0.00
2023-11-09T19:00,23.5,26.4,0,0.00,0.00
2023-11-09T20:00,22.5,25.4,0,0.00,0.00
2023-11-09T21:00,21.6,22.9,0,1.00,0.00
2023-11-09T22:00,21.0,23.4,0,1.30,0.00
2023-11-09T23:00,20.4,23.2,0,0.00,0.00
2023-11-10T00:00,20.3,23.1,1,0.00,0.00
2023-11-10T01:00,20.1,22.6,2,0.00,0.00
2023-11-10T02:00,19.5,21.8,3,0.00,0.00
2023-11-10T03:00,19.5,21.5,7,0.10,0.00
2023-11-10T04:00,19.5,21.3,12,0.10,0.00
2023-11-10T05:00,19.3,21.0,16,0.00,0.00
2023-11-10T06:00,19.1,21.1,19,0.00,0.00
2023-11-10T07:00,19.4,21.4,23,0.00,0.00
2023-11-10T08:00,19.9,21.6,26,0.80,0.00
2023-11-10T09:00,21.5,24.2,32,0.20,0.00
2023-11-10T10:00,22.8,24.4,39,0.90,0.00
2023-11-10T11:00,23.5,25.5,45,0.10,0.00
2023-11-10T12:00,23.5,26.3,30,1.20,0.00
2023-11-10T13:00,24.7,26.4,15,0.20,0.00
2023-11-10T14:00,25.4,27.1,0,0.00,0.00
2023-11-10T15:00,25.3,27.3,4,0.00,0.00
2023-11-10T16:00,24.6,26.3,9,0.00,0.00
2023-11-10T17:00,21.4,23.0,13,0.30,0.00
2023-11-10T18:00,20.5,22.0,16,0.20,0.00
2023-11-10T19:00,20.0,21.8,20,2.60,0.30
2023-11-10T20:00,19.6,21.2,23,0.60,0.10
2023-11-10T21:00,19.2,21.1,21,0.00,0.00
2023-11-10T22:00,18.8,21.0,18,0.00,0.00
2023-11-10T23:00,18.2,20.4,16,0.00,0.00
2023-11-11T00:00,18.0,20.0,11,0.00,0.00
2023-11-11T01:00,18.0,20.3,5,0.00,0.00
2023-11-11T02:00,17.7,19.4,0,0.00,0.00
2023-11-11T03:00,17.4,18.9,0,0.00,0.00
2023-11-11T04:00,17.3,18.6,0,0.00,0.00
2023-11-11T05:00,17.1,18.4,0,0.00,0.00
2023-11-11T06:00,16.9,18.2,0,0.00,0.00
2023-11-11T07:00,16.9,18.0,0,0.00,0.00
2023-11-11T08:00,17.8,19.0,0,0.00,0.00
2023-11-11T09:00,19.5,20.7,0,0.00,0.00
2023-11-11T10:00,21.6,22.9,0,0.00,0.00
2023-11-11T11:00,23.1,24.4,0,0.00,0.00
2023-11-11T12:00,24.2,25.9,0,0.00,0.00
2023-11-11T13:00,24.8,26.4,0,0.00,0.00
2023-11-11T14:00,25.1,26.1,0,0.00,0.00
2023-11-11T15:00,24.8,25.9,0,0.00,0.00
2023-11-11T16:00,24.2,25.4,0,0.00,0.00
2023-11-11T17:00,23.2,24.7,0,0.00,0.00
2023-11-11T18:00,21.8,23.7,0,0.00,0.00
2023-11-11T19:00,20.9,22.7,0,0.00,0.00
2023-11-11T20:00,20.1,21.9,0,0.00,0.00
2023-11-11T21:00,19.4,21.0,0,0.00,0.00
2023-11-11T22:00,18.7,20.3,0,0.00,0.00
2023-11-11T23:00,18.1,19.5,0,0.00,0.00
2023-11-12T00:00,17.5,18.8,0,0.00,0.00
2023-11-12T01:00,17.1,18.2,0,0.00,0.00
2023-11-12T02:00,16.6,17.7,0,0.00,0.00
2023-11-12T03:00,16.3,17.3,0,0.00,0.00
2023-11-12T04:00,15.9,16.9,0,0.00,0.00
2023-11-12T05:00,15.7,16.7,0,0.00,0.00
2023-11-12T06:00,15.4,16.3,0,0.00,0.00
2023-11-12T07:00,15.6,16.5,0,0.00,0.00
2023-11-12T08:00,17.5,18.5,0,0.00,0.00
2023-11-12T09:00,20.0,20.8,0,0.00,0.00
2023-11-12T10:00,22.2,23.2,0,0.00,0.00
2023-11-12T11:00,23.8,25.3,0,0.00,0.00
2023-11-12T12:00,24.8,26.4,0,0.00,0.00
2023-11-12T13:00,25.6,26.8,0,0.00,0.00
2023-11-12T14:00,25.9,26.7,0,0.00,0.00
2023-11-12T15:00,25.9,26.2,0,0.00,0.00
2023-11-12T16:00,25.4,25.7,0,0.00,0.00
2023-11-12T17:00,24.5,25.7,0,0.00,0.00
2023-11-12T18:00,23.2,24.7,0,0.00,0.00
2023-11-12T19:00,22.6,24.1,0,0.00,0.00
2023-11-12T20:00,21.8,23.3,0,0.00,0.00
2023-11-12T21:00,21.1,22.6,0,0.00,0.00
2023-11-12T22:00,20.5,21.9,0,0.00,0.00
2023-11-12T23:00,18.1,19.6,0,0.00,0.00
2023-11-13T00:00,17.5,18.9,0,0.00,0.00
2023-11-13T01:00,16.9,18.2,0,0.00,0.00
2023-11-13T02:00,16.4,17.5,0,0.00,0.00
2023-11-13T03:00,16.1,17.1,0,0.00,0.00
2023-11-13T04:00,15.8,16.8,0,0.00,0.00
2023-11-13T05:00,15.8,16.5,0,0.00,0.00
2023-11-13T06:00,15.0,15.6,0,0.00,0.00
2023-11-13T07:00,15.0,15.8,0,0.00,0.00
2023-11-13T08:00,16.7,17.6,0,0.00,0.00
2023-11-13T09:00,19.7,20.8,0,0.00,0.00
2023-11-13T10:00,22.4,23.7,0,0.00,0.00
2023-11-13T11:00,24.1,26.0,0,0.00,0.00
2023-11-13T12:00,25.1,27.0,0,0.00,0.00
2023-11-13T13:00,25.8,27.3,0,0.00,0.00
2023-11-13T14:00,26.1,26.6,0,0.00,0.00
2023-11-13T15:00,25.8,26.1,0,0.00,0.00
2023-11-13T16:00,25.0,25.4,0,0.00,0.00
2023-11-13T17:00,23.5,25.1,0,0.00,0.00
2023-11-13T18:00,22.1,23.7,0,0.00,0.00
2023-11-13T19:00,21.1,22.6,0,0.00,0.00
2023-11-13T20:00,20.4,21.9,0,0.00,0.00
2023-11-13T21:00,19.6,20.9,0,0.00,0.00
2023-11-13T22:00,19.0,20.3,0,0.00,0.00
2023-11-13T23:00,17.9,19.3,0,0.00,0.00
2023-11-14T00:00,17.3,18.6,0,0.00,0.00
2023-11-14T01:00,16.6,17.8,0,0.00,0.00
2023-11-14T02:00,16.0,17.1,0,0.00,0.00
2023-11-14T03:00,15.6,16.4,0,0.00,0.00
2023-11-14T04:00,15.2,16.0,0,0.00,0.00
2023-11-14T05:00,15.0,15.9,0,0.00,0.00
2023-11-14T06:00,14.7,15.7,0,0.00,0.00
2023-11-14T07:00,14.9,15.9,0,0.00,0.00
2023-11-14T08:00,16.5,17.9,0,0.00,0.00
2023-11-14T09:00,19.1,20.6,0,0.00,0.00
2023-11-14T10:00,21.2,22.8,0,0.00,0.00
2023-11-14T11:00,23.2,24.2,0,0.00,0.00
2023-11-14T12:00,24.0,24.7,0,0.00,0.00
2023-11-14T13:00,24.4,24.9,0,0.00,0.00
2023-11-14T14:00,24.6,24.9,0,0.00,0.00
2023-11-14T15:00,24.2,24.6,0,0.00,0.00
2023-11-14T16:00,23.5,24.3,0,0.00,0.00
2023-11-14T17:00,22.8,24.0,0,0.00,0.00
2023-11-14T18:00,21.6,22.9,0,0.00,0.00
2023-11-14T19:00,20.8,21.8,0,0.00,0.00
2023-11-14T20:00,20.0,20.9,0,0.00,0.00
2023-11-14T21:00,19.3,20.2,0,0.00,0.00
2023-11-14T22:00,18.8,19.5,0,0.00,0.00
2023-11-14T23:00,17.6,18.4,0,0.00,0.00
2023-11-15T00:00,17.0,17.6,0,0.00,0.00
2023-11-15T01:00,16.3,16.8,0,0.00,0.00
2023-11-15T02:00,15.6,15.9,0,0.00,0.00
2023-11-15T03:00,14.9,15.2,0,0.00,0.00
2023-11-15T04:00,14.4,14.5,0,0.00,0.00
2023-11-15T05:00,14.0,14.2,0,0.00,0.00
2023-11-15T06:00,13.7,13.8,0,0.00,0.00
2023-11-15T07:00,13.9,14.0,0,0.00,0.00
2023-11-15T08:00,15.9,16.2,0,0.00,0.00
2023-11-15T09:00,19.0,19.5,0,0.00,0.00
2023-11-15T10:00,21.8,22.6,0,0.00,0.00
2023-11-15T11:00,23.2,24.8,0,0.00,0.00
2023-11-15T12:00,24.7,26.2,0,0.00,0.00
2023-11-15T13:00,25.4,26.7,0,0.00,0.00
2023-11-15T14:00,25.7,26.2,0,0.00,0.00
2023-11-15T15:00,25.5,26.0,0,0.00,0.00
2023-11-15T16:00,24.8,25.6,0,0.00,0.00
2023-11-15T17:00,23.1,24.9,0,0.00,0.00
2023-11-15T18:00,21.8,23.6,0,0.00,0.00
2023-11-15T19:00,20.9,22.5,0,0.00,0.00
2023-11-15T20:00,20.0,21.5,0,0.00,0.00
2023-11-15T21:00,19.3,20.7,0,0.00,0.00
2023-11-15T22:00,18.7,20.0,0,0.00,0.00
2023-11-15T23:00,17.4,18.8,0,0.00,0.00
2023-11-16T00:00,16.9,18.2,0,0.00,0.00
2023-11-16T01:00,16.5,17.8,0,0.00,0.00
2023-11-16T02:00,16.1,17.4,0,0.00,0.00
2023-11-16T03:00,15.8,17.1,0,0.00,0.00
2023-11-16T04:00,15.5,16.5,0,0.00,0.00
2023-11-16T05:00,15.2,15.9,0,0.00,0.00
2023-11-16T06:00,14.8,15.4,0,0.00,0.00
2023-11-16T07:00,14.8,15.4,0,0.00,0.00
2023-11-16T08:00,16.8,17.8,0,0.00,0.00
2023-11-16T09:00,19.9,21.0,0,0.00,0.00
2023-11-16T10:00,22.8,24.2,0,0.00,0.00
2023-11-16T11:00,24.4,26.6,0,0.00,0.00
2023-11-16T12:00,25.5,27.9,0,0.00,0.00
2023-11-16T13:00,26.2,28.1,0,0.00,0.00
2023-11-16T14:00,26.4,27.2,0,0.00,0.00
2023-11-16T15:00,26.2,26.9,0,0.00,0.00
2023-11-16T16:00,25.5,26.1,0,0.00,0.00
2023-11-16T17:00,23.8,25.9,0,0.00,0.00
2023-11-16T18:00,22.6,24.6,0,0.00,0.00
2023-11-16T19:00,21.8,23.8,0,0.00,0.00
2023-11-16T20:00,21.2,23.1,0,0.00,0.00
2023-11-16T21:00,20.4,22.3,0,0.00,0.00
2023-11-16T22:00,19.7,21.5,0,0.00,0.00
2023-11-16T23:00,17.5,19.3,0,0.00,0.00
2023-11-17T00:00,16.7,18.4,0,0.00,0.00
2023-11-17T01:00,15.9,17.5,0,0.00,0.00
2023-11-17T02:00,15.7,17.2,0,0.00,0.00
2023-11-17T03:00,15.7,17.2,0,0.00,0.00
2023-11-17T04:00,15.6,17.0,0,0.00,0.00
2023-11-17T05:00,15.1,16.4,0,0.00,0.00
2023-11-17T06:00,14.8,16.0,0,0.00,0.00
2023-11-17T07:00,14.9,16.0,0,0.00,0.00
2023-11-17T08:00,16.9,18.2,0,0.00,0.00
2023-11-17T09:00,20.8,22.2,0,0.00,0.00
2023-11-17T10:00,23.6,25.0,0,0.00,0.00
2023-11-17T11:00,25.1,26.9,0,0.00,0.00
2023-11-17T12:00,26.0,27.6,0,0.00,0.00
2023-11-17T13:00,26.6,27.6,0,0.00,0.00
2023-11-17T14:00,26.9,27.8,0,0.00,0.00
2023-11-17T15:00,26.7,27.6,0,0.00,0.00
2023-11-17T16:00,26.1,27.0,0,0.00,0.00
2023-11-17T17:00,24.6,26.8,0,0.00,0.00
2023-11-17T18:00,22.9,25.1,0,0.00,0.00
2023-11-17T19:00,21.8,24.0,0,0.00,0.00
2023-11-17T20:00,21.0,23.2,0,0.00,0.00
2023-11-17T21:00,20.5,22.4,0,0.00,0.00
2023-11-17T22:00,19.8,21.6,0,0.00,0.00
2023-11-17T23:00,18.8,20.5,0,0.00,0.00
2023-11-18T00:00,18.3,19.8,0,0.00,0.00
2023-11-18T01:00,17.9,19.2,0,0.00,0.00
2023-11-18T02:00,17.4,18.5,0,0.00,0.00
2023-11-18T03:00,17.0,17.9,0,0.00,0.00
2023-11-18T04:00,16.9,17.7,0,0.00,0.00
2023-11-18T05:00,16.3,17.2,0,0.00,0.00
2023-11-18T06:00,15.6,16.6,0,0.00,0.00
2023-11-18T07:00,15.8,16.9,0,0.00,0.00
2023-11-18T08:00,17.8,19.2,0,0.00,0.00
2023-11-18T09:00,20.6,22.2,0,0.00,0.00
2023-11-18T10:00,23.2,24.9,0,0.00,0.00
2023-11-18T11:00,25.1,27.1,0,0.00,0.00
2023-11-18T12:00,26.2,27.9,0,0.00,0.00
2023-11-18T13:00,26.8,27.4,0,0.00,0.00
2023-11-18T14:00,26.9,27.4,0,0.00,0.00
2023-11-18T15:00,26.7,27.4,0,0.00,0.00
2023-11-18T16:00,26.1,26.8,0,0.00,0.00
2023-11-18T17:00,24.3,26.2,0,0.00,0.00
2023-11-18T18:00,23.0,24.8,0,0.00,0.00
2023-11-18T19:00,22.1,23.7,0,0.00,0.00
2023-11-18T20:00,21.5,23.1,0,0.00,0.00
2023-11-18T21:00,20.9,22.5,0,0.00,0.00
2023-11-18T22:00,20.2,21.9,0,0.00,0.00
2023-11-18T23:00,18.6,20.1,0,0.00,0.00
2023-11-19T00:00,18.0,19.6,0,0.00,0.00
2023-11-19T01:00,17.6,19.2,0,0.00,0.00
2023-11-19T02:00,17.4,19.1,0,0.00,0.00
2023-11-19T03:00,17.2,18.9,0,0.00,0.00
2023-11-19T04:00,17.0,18.4,0,0.00,0.00
2023-11-19T05:00,16.4,17.8,0,0.00,0.00
2023-11-19T06:00,16.1,17.4,0,0.00,0.00
2023-11-19T07:00,16.1,17.4,0,0.00,0.00
2023-11-19T08:00,18.3,19.9,0,0.00,0.00
2023-11-19T09:00,21.3,22.5,0,0.00,0.00
2023-11-19T10:00,23.8,24.5,0,0.00,0.00
