time,temperature_2m,apparent_temperature,precipitation_probability,precipitation (mm),rain (mm)
2023-08-28T04:00,27.4,32.9,NaN,0.00,0.00
2023-08-28T05:00,27.5,32.4,NaN,0.00,0.00
2023-08-28T06:00,27.3,32.1,NaN,0.00,0.00
2023-08-28T07:00,28.0,32.7,NaN,0.00,0.00
2023-08-28T08:00,29.4,33.8,NaN,0.00,0.00
2023-08-28T09:00,30.8,35.4,NaN,0.00,0.00
2023-08-28T10:00,32.3,37.7,NaN,0.00,0.00
2023-08-28T11:00,33.1,38.6,NaN,0.00,0.00
2023-08-28T12:00,34.0,39.8,NaN,0.00,0.00
2023-08-28T13:00,34.5,40.0,NaN,0.00,0.00
2023-08-28T14:00,34.6,39.7,NaN,0.00,0.00
2023-08-28T15:00,34.6,38.8,NaN,0.00,0.00
2023-08-28T16:00,34.3,38.4,NaN,0.00,0.00
2023-08-28T17:00,34.4,38.9,NaN,0.00,0.00
2023-08-28T18:00,33.6,38.5,NaN,0.00,0.00
2023-08-28T19:00,32.7,38.0,NaN,0.00,0.00
2023-08-28T20:00,32.1,38.2,NaN,0.00,0.00
2023-08-28T21:00,30.7,36.0,NaN,0.00,0.00
2023-08-28T22:00,29.9,36.0,NaN,0.00,0.00
2023-08-28T23:00,29.8,36.2,NaN,0.00,0.00
2023-08-29T00:00,29.6,35.9,NaN,0.00,0.00
2023-08-29T01:00,29.5,35.9,NaN,0.00,0.00
2023-08-29T02:00,29.3,35.6,NaN,0.00,0.00
2023-08-29T03:00,28.9,35.2,NaN,0.00,0.00
2023-08-29T04:00,28.7,35.1,NaN,0.00,0.00
2023-08-29T05:00,28.8,34.9,NaN,0.00,0.00
2023-08-29T06:00,28.8,34.9,NaN,0.00,0.00
2023-08-29T07:00,29.2,34.7,NaN,0.00,0.00
2023-08-29T08:00,30.3,34.5,NaN,0.00,0.00
2023-08-29T09:00,31.6,35.3,NaN,0.00,0.00
2023-08-29T10:00,33.1,37.9,NaN,0.00,0.00
2023-08-29T11:00,33.6,38.8,NaN,0.00,0.00
2023-08-29T12:00,34.2,39.6,NaN,0.00,0.00
2023-08-29T13:00,34.5,39.6,NaN,0.10,0.00
2023-08-29T14:00,35.0,39.9,NaN,0.00,0.00
2023-08-29T15:00,35.2,38.8,NaN,0.00,0.00
2023-08-29T16:00,35.1,38.4,NaN,0.10,0.00
2023-08-29T17:00,34.8,39.0,NaN,0.00,0.00
2023-08-29T18:00,34.0,38.6,NaN,0.00,0.00
2023-08-29T19:00,33.0,38.7,NaN,0.00,0.00
2023-08-29T20:00,32.6,38.7,NaN,0.00,0.00
2023-08-29T21:00,32.3,38.5,NaN,0.00,0.00
2023-08-29T22:00,31.1,36.8,NaN,0.00,0.00
2023-08-29T23:00,30.6,36.8,NaN,0.00,0.00
2023-08-30T00:00,30.2,36.5,NaN,0.00,0.00
2023-08-30T01:00,29.9,36.3,NaN,0.00,0.00
2023-08-30T02:00,29.8,36.1,NaN,0.00,0.00
2023-08-30T03:00,29.7,36.2,NaN,0.00,0.00
2023-08-30T04:00,29.7,35.5,NaN,0.00,0.00
2023-08-30T05:00,28.9,34.5,NaN,0.00,0.00
2023-08-30T06:00,28.7,34.2,NaN,0.00,0.00
2023-08-30T07:00,29.2,34.2,NaN,0.00,0.00
2023-08-30T08:00,30.2,34.7,NaN,0.00,0.00
2023-08-30T09:00,31.4,36.0,NaN,0.00,0.00
2023-08-30T10:00,32.8,38.1,NaN,0.00,0.00
2023-08-30T11:00,33.3,39.6,NaN,0.00,0.00
2023-08-30T12:00,34.4,40.5,NaN,0.00,0.00
2023-08-30T13:00,34.8,40.5,NaN,0.00,0.00
2023-08-30T14:00,34.8,40.4,NaN,0.00,0.00
2023-08-30T15:00,34.8,39.8,NaN,0.00,0.00
2023-08-30T16:00,34.7,39.2,NaN,0.00,0.00
2023-08-30T17:00,34.4,39.3,NaN,0.00,0.00
2023-08-30T18:00,33.6,38.8,NaN,0.00,0.00
2023-08-30T19:00,32.7,38.9,NaN,0.00,0.00
2023-08-30T20:00,32.2,38.7,NaN,0.00,0.00
2023-08-30T21:00,32.0,38.2,NaN,0.00,0.00
2023-08-30T22:00,31.1,37.3,NaN,0.00,0.00
2023-08-30T23:00,31.0,37.3,NaN,0.00,0.00
2023-08-31T00:00,30.6,36.7,NaN,0.00,0.00
2023-08-31T01:00,30.2,36.3,NaN,0.00,0.00
2023-08-31T02:00,29.9,35.9,NaN,0.00,0.00
2023-08-31T03:00,29.7,35.6,NaN,0.00,0.00
2023-08-31T04:00,29.5,35.5,NaN,0.00,0.00
2023-08-31T05:00,29.1,35.4,NaN,0.00,0.00
2023-08-31T06:00,28.9,35.2,NaN,0.00,0.00
2023-08-31T07:00,29.4,35.8,NaN,0.00,0.00
2023-08-31T08:00,30.6,36.6,NaN,0.00,0.00
2023-08-31T09:00,32.1,38.0,NaN,0.00,0.00
2023-08-31T10:00,33.5,39.4,NaN,0.00,0.00
2023-08-31T11:00,33.8,40.4,NaN,0.00,0.00
2023-08-31T12:00,34.4,41.4,NaN,0.00,0.00
2023-08-31T13:00,35.0,41.4,NaN,0.00,0.00
2023-08-31T14:00,35.5,40.9,NaN,0.00,0.00
2023-08-31T15:00,35.6,40.3,NaN,0.00,0.00
2023-08-31T16:00,35.5,39.8,NaN,0.00,0.00
2023-08-31T17:00,34.9,39.1,NaN,0.00,0.00
2023-08-31T18:00,33.9,39.0,NaN,0.00,0.00
2023-08-31T19:00,33.0,39.1,NaN,0.00,0.00
2023-08-31T20:00,32.8,38.5,NaN,0.00,0.00
2023-08-31T21:00,32.5,38.1,NaN,0.00,0.00
2023-08-31T22:00,31.6,37.3,NaN,0.00,0.00
2023-08-31T23:00,31.3,37.5,NaN,0.00,0.00
2023-09-01T00:00,30.9,37.1,NaN,0.00,0.00
2023-09-01T01:00,30.4,36.6,NaN,0.00,0.00
2023-09-01T02:00,30.0,36.3,NaN,0.00,0.00
2023-09-01T03:00,29.7,35.8,NaN,0.00,0.00
2023-09-01T04:00,29.5,35.6,NaN,0.00,0.00
2023-09-01T05:00,29.3,35.4,NaN,0.00,0.00
2023-09-01T06:00,29.3,35.3,NaN,0.00,0.00
2023-09-01T07:00,29.9,35.9,NaN,0.00,0.00
2023-09-01T08:00,31.1,36.9,NaN,0.00,0.00
2023-09-01T09:00,32.6,38.3,NaN,0.00,0.00
2023-09-01T10:00,34.4,40.6,NaN,0.00,0.00
2023-09-01T11:00,35.5,41.7,NaN,0.00,0.00
2023-09-01T12:00,36.4,42.0,NaN,0.00,0.00
2023-09-01T13:00,36.8,41.7,NaN,0.00,0.00
2023-09-01T14:00,37.0,41.3,NaN,0.00,0.00
2023-09-01T15:00,37.2,40.7,NaN,0.00,0.00
2023-09-01T16:00,37.0,40.4,NaN,0.00,0.00
2023-09-01T17:00,36.4,39.9,NaN,0.00,0.00
2023-09-01T18:00,35.1,39.7,NaN,0.00,0.00
2023-09-01T19:00,34.0,39.4,NaN,0.00,0.00
2023-09-01T20:00,33.6,39.0,NaN,0.00,0.00
2023-09-01T21:00,33.0,37.9,NaN,0.00,0.00
2023-09-01T22:00,32.0,37.1,NaN,0.00,0.00
2023-09-01T23:00,31.6,37.0,NaN,0.00,0.00
2023-09-02T00:00,30.5,36.0,NaN,0.00,0.00
2023-09-02T01:00,29.7,35.5,NaN,0.00,0.00
2023-09-02T02:00,29.4,35.4,NaN,0.00,0.00
2023-09-02T03:00,29.0,34.8,NaN,0.00,0.00
2023-09-02T04:00,28.5,33.7,NaN,0.00,0.00
2023-09-02T05:00,28.3,33.1,NaN,0.00,0.00
2023-09-02T06:00,28.2,32.6,NaN,0.00,0.00
2023-09-02T07:00,28.9,33.2,NaN,0.00,0.00
2023-09-02T08:00,30.4,34.5,NaN,0.00,0.00
2023-09-02T09:00,32.2,35.8,NaN,0.00,0.00
2023-09-02T10:00,34.2,37.6,NaN,0.00,0.00
2023-09-02T11:00,35.6,40.7,NaN,0.00,0.00
2023-09-02T12:00,36.5,41.2,NaN,0.00,0.00
2023-09-02T13:00,37.1,41.6,NaN,0.00,0.00
2023-09-02T14:00,37.5,41.3,NaN,0.00,0.00
2023-09-02T15:00,37.8,40.1,NaN,0.00,0.00
2023-09-02T16:00,37.6,39.6,NaN,0.00,0.00
2023-09-02T17:00,35.9,39.3,NaN,0.00,0.00
2023-09-02T18:00,34.2,39.2,NaN,0.00,0.00
2023-09-02T19:00,33.1,38.7,NaN,0.00,0.00
2023-09-02T20:00,32.4,37.8,NaN,0.00,0.00
2023-09-02T21:00,31.4,36.6,NaN,0.00,0.00
2023-09-02T22:00,30.7,35.5,NaN,0.00,0.00
2023-09-02T23:00,30.9,35.7,NaN,0.00,0.00
2023-09-03T00:00,30.2,35.1,NaN,0.00,0.00
2023-09-03T01:00,29.6,34.7,NaN,0.00,0.00
2023-09-03T02:00,29.1,34.4,NaN,0.00,0.00
2023-09-03T03:00,28.6,33.8,NaN,0.00,0.00
2023-09-03T04:00,28.3,33.6,NaN,0.00,0.00
2023-09-03T05:00,28.2,33.4,NaN,0.00,0.00
2023-09-03T06:00,28.1,33.0,NaN,0.00,0.00
2023-09-03T07:00,28.9,33.4,NaN,0.00,0.00
2023-09-03T08:00,30.4,34.2,NaN,0.00,0.00
2023-09-03T09:00,32.0,35.3,NaN,0.00,0.00
2023-09-03T10:00,33.5,37.7,NaN,0.00,0.00
2023-09-03T11:00,34.3,40.0,NaN,0.00,0.00
2023-09-03T12:00,35.7,41.0,NaN,0.00,0.00
2023-09-03T13:00,36.5,41.0,NaN,0.00,0.00
2023-09-03T14:00,37.1,40.7,NaN,0.00,0.00
2023-09-03T15:00,37.2,39.9,NaN,0.00,0.00
2023-09-03T16:00,37.0,39.0,NaN,0.00,0.00
2023-09-03T17:00,34.9,37.8,NaN,0.00,0.00
2023-09-03T18:00,33.4,37.6,NaN,0.00,0.00
2023-09-03T19:00,31.9,36.8,NaN,0.00,0.00
2023-09-03T20:00,31.0,36.4,NaN,0.00,0.00
2023-09-03T21:00,30.8,36.4,NaN,0.00,0.00
2023-09-03T22:00,30.8,35.7,NaN,0.00,0.00
2023-09-03T23:00,30.8,35.3,NaN,0.00,0.00
2023-09-04T00:00,30.2,35.0,NaN,0.00,0.00
2023-09-04T01:00,29.7,34.6,NaN,0.00,0.00
2023-09-04T02:00,29.2,34.2,NaN,0.00,0.00
2023-09-04T03:00,28.6,33.8,NaN,0.00,0.00
2023-09-04T04:00,28.2,33.5,NaN,0.00,0.00
2023-09-04T05:00,27.6,32.7,NaN,0.00,0.00
2023-09-04T06:00,27.4,32.5,NaN,0.00,0.00
2023-09-04T07:00,28.3,33.5,NaN,0.00,0.00
2023-09-04T08:00,30.1,35.1,NaN,0.00,0.00
2023-09-04T09:00,32.1,36.8,NaN,0.00,0.00
2023-09-04T10:00,33.8,39.3,NaN,0.00,0.00
2023-09-04T11:00,34.5,40.1,NaN,0.00,0.00
2023-09-04T12:00,35.5,40.8,NaN,0.00,0.00
2023-09-04T13:00,36.1,41.0,NaN,0.00,0.00
2023-09-04T14:00,36.4,41.1,NaN,0.00,0.00
2023-09-04T15:00,36.4,40.2,NaN,0.00,0.00
2023-09-04T16:00,36.1,39.5,NaN,0.00,0.00
2023-09-04T17:00,35.2,39.1,NaN,0.00,0.00
2023-09-04T18:00,33.5,38.3,NaN,0.00,0.00
2023-09-04T19:00,31.9,37.2,NaN,0.00,0.00
2023-09-04T20:00,30.9,36.3,NaN,0.00,0.00
2023-09-04T21:00,30.3,36.0,NaN,0.00,0.00
2023-09-04T22:00,29.8,35.7,NaN,0.00,0.00
2023-09-04T23:00,29.6,35.8,NaN,0.00,0.00
2023-09-05T00:00,29.2,35.5,NaN,0.00,0.00
2023-09-05T01:00,28.9,35.2,NaN,0.00,0.00
2023-09-05T02:00,28.6,35.1,NaN,0.00,0.00
2023-09-05T03:00,28.3,34.8,NaN,0.00,0.00
2023-09-05T04:00,28.1,34.8,NaN,0.00,0.00
2023-09-05T05:00,27.7,33.9,NaN,0.00,0.00
2023-09-05T06:00,27.6,33.9,NaN,0.00,0.00
2023-09-05T07:00,28.4,34.8,NaN,0.00,0.00
2023-09-05T08:00,30.0,36.5,NaN,0.00,0.00
2023-09-05T09:00,32.0,38.4,NaN,0.00,0.00
2023-09-05T10:00,33.5,40.1,NaN,0.00,0.00
2023-09-05T11:00,34.1,40.2,NaN,0.00,0.00
2023-09-05T12:00,34.9,40.5,NaN,0.00,0.00
2023-09-05T13:00,35.5,41.2,NaN,0.00,0.00
2023-09-05T14:00,35.9,41.1,NaN,0.00,0.00
2023-09-05T15:00,36.0,40.2,NaN,0.00,0.00
2023-09-05T16:00,35.7,39.5,NaN,0.00,0.00
2023-09-05T17:00,35.2,39.6,0,0.00,0.00
2023-09-05T18:00,33.9,39.1,2,0.00,0.00
2023-09-05T19:00,32.7,38.7,4,0.00,0.00
2023-09-05T20:00,31.9,38.2,6,0.00,0.00
2023-09-05T21:00,31.3,37.6,19,0.00,0.00
2023-09-05T22:00,30.9,37.4,32,0.00,0.00
2023-09-05T23:00,30.9,37.9,45,0.00,0.00
2023-09-06T00:00,30.7,37.7,48,0.00,0.00
2023-09-06T01:00,30.4,37.4,52,0.00,0.00
2023-09-06T02:00,30.1,37.0,55,0.00,0.00
2023-09-06T03:00,29.6,36.5,50,0.00,0.00
2023-09-06T04:00,29.1,36.2,44,0.00,0.00
2023-09-06T05:00,29.0,36.6,39,0.00,0.00
2023-09-06T06:00,28.6,36.1,55,0.00,0.00
2023-09-06T07:00,29.5,37.0,71,0.00,0.00
2023-09-06T08:00,31.1,38.0,87,0.00,0.00
2023-09-06T09:00,32.8,39.1,64,0.00,0.00
2023-09-06T10:00,34.0,40.2,42,0.00,0.00
2023-09-06T11:00,33.9,40.4,19,0.00,0.00
2023-09-06T12:00,34.6,40.9,16,0.00,0.00
2023-09-06T13:00,34.8,40.2,13,0.00,0.00
2023-09-06T14:00,34.9,40.2,10,0.00,0.00
2023-09-06T15:00,34.9,40.1,29,0.00,0.00
2023-09-06T16:00,34.7,39.8,49,0.00,0.00
2023-09-06T17:00,35.0,39.7,68,0.00,0.00
2023-09-06T18:00,33.7,39.4,58,0.00,0.00
2023-09-06T19:00,32.5,38.6,49,0.00,0.00
2023-09-06T20:00,31.7,38.1,39,0.00,0.00
2023-09-06T21:00,31.1,37.7,31,0.00,0.00
2023-09-06T22:00,30.7,37.2,24,0.00,0.00
2023-09-06T23:00,30.7,36.9,16,0.00,0.00
2023-09-07T00:00,30.4,36.6,13,0.00,0.00
2023-09-07T01:00,30.1,36.3,9,0.00,0.00
2023-09-07T02:00,29.7,35.9,6,0.00,0.00
2023-09-07T03:00,29.5,35.7,4,0.00,0.00
2023-09-07T04:00,29.3,35.7,2,0.00,0.00
2023-09-07T05:00,29.4,35.7,0,0.00,0.00
2023-09-07T06:00,29.4,35.4,17,0.00,0.00
2023-09-07T07:00,29.9,36.0,35,0.00,0.00
2023-09-07T08:00,31.2,37.3,52,0.00,0.00
2023-09-07T09:00,32.8,38.4,36,0.00,0.00
2023-09-07T10:00,34.2,40.2,19,0.00,0.00
2023-09-07T11:00,34.4,41.7,3,0.00,0.00
2023-09-07T12:00,35.3,42.6,2,0.00,0.00
2023-09-07T13:00,35.9,42.4,1,0.00,0.00
2023-09-07T14:00,36.3,42.2,0,0.00,0.00
2023-09-07T15:00,36.5,41.5,0,0.00,0.00
2023-09-07T16:00,36.4,40.5,0,0.00,0.00
2023-09-07T17:00,35.4,40.6,0,0.00,0.00
2023-09-07T18:00,34.2,40.3,0,0.00,0.00
2023-09-07T19:00,33.2,40.0,0,0.00,0.00
2023-09-07T20:00,32.3,39.2,0,0.00,0.00
2023-09-07T21:00,31.5,38.4,0,0.00,0.00
2023-09-07T22:00,30.9,37.6,0,0.00,0.00
2023-09-07T23:00,30.1,37.2,0,0.00,0.00
2023-09-08T00:00,29.9,37.1,0,0.00,0.00
2023-09-08T01:00,29.6,36.8,0,0.00,0.00
2023-09-08T02:00,29.4,36.6,0,0.00,0.00
2023-09-08T03:00,29.1,36.3,0,0.00,0.00
2023-09-08T04:00,28.9,36.1,0,0.00,0.00
2023-09-08T05:00,28.5,35.4,0,0.00,0.00
2023-09-08T06:00,28.3,35.3,0,0.00,0.00
2023-09-08T07:00,29.0,35.8,0,0.00,0.00
2023-09-08T08:00,30.4,36.6,0,0.00,0.00
2023-09-08T09:00,32.0,38.3,1,0.00,0.00
2023-09-08T10:00,33.6,40.1,2,0.00,0.00
2023-09-08T11:00,34.0,39.3,3,0.00,0.00
2023-09-08T12:00,34.3,39.1,6,0.00,0.00
2023-09-08T13:00,34.5,39.2,10,0.00,0.00
2023-09-08T14:00,34.2,39.1,13,0.00,0.00
2023-09-08T15:00,34.7,39.4,10,0.00,0.00
2023-09-08T16:00,34.6,39.0,6,0.00,0.00
2023-09-08T17:00,33.7,37.9,3,0.00,0.00
2023-09-08T18:00,32.7,37.2,3,0.00,0.00
2023-09-08T19:00,31.4,36.4,3,0.00,0.00
2023-09-08T20:00,30.1,35.5,3,0.00,0.00
2023-09-08T21:00,29.5,35.4,11,0.00,0.00
2023-09-08T22:00,29.1,35.2,18,0.00,0.00
2023-09-08T23:00,28.5,35.0,26,0.00,0.00
2023-09-09T00:00,28.4,35.2,50,0.00,0.00
2023-09-09T01:00,28.4,35.0,73,0.00,0.00
2023-09-09T02:00,28.4,34.8,97,0.00,0.00
2023-09-09T03:00,28.3,34.3,93,0.00,0.00
2023-09-09T04:00,28.2,34.2,88,0.00,0.00
2023-09-09T05:00,27.7,34.0,84,0.00,0.00
2023-09-09T06:00,27.6,33.9,69,0.00,0.00
2023-09-09T07:00,28.0,34.0,54,0.00,0.00
2023-09-09T08:00,28.9,34.3,39,0.00,0.00
2023-09-09T09:00,30.2,35.0,31,0.00,0.00
2023-09-09T10:00,31.1,35.4,24,0.00,0.00
2023-09-09T11:00,30.2,34.7,16,0.10,0.00
2023-09-09T12:00,30.6,34.7,24,0.00,0.00
2023-09-09T13:00,30.1,34.4,31,0.00,0.00
2023-09-09T14:00,29.6,33.9,39,0.00,0.00
2023-09-09T15:00,29.3,33.7,34,0.00,0.00
2023-09-09T16:00,28.7,33.2,28,0.00,0.00
2023-09-09T17:00,27.9,32.6,23,0.00,0.00
2023-09-09T18:00,27.2,32.2,36,0.00,0.00
2023-09-09T19:00,26.2,31.7,48,0.60,0.60
2023-09-09T20:00,26.1,31.9,61,0.20,0.20
2023-09-09T21:00,26.1,31.7,61,0.30,0.30
2023-09-09T22:00,26.0,31.1,61,0.10,0.10
2023-09-09T23:00,26.0,31.3,61,0.50,0.40
2023-09-10T00:00,25.9,31.0,73,0.00,0.00
2023-09-10T01:00,25.6,30.7,85,0.50,0.10
2023-09-10T02:00,25.5,30.7,97,0.00,0.00
2023-09-10T03:00,25.5,30.4,95,0.30,0.00
2023-09-10T04:00,25.4,30.4,92,0.50,0.00
2023-09-10T05:00,25.5,30.7,90,0.40,0.00
2023-09-10T06:00,25.4,30.0,92,1.40,0.00
2023-09-10T07:00,25.6,30.6,95,0.80,0.00
2023-09-10T08:00,26.1,30.6,97,0.30,0.00
2023-09-10T09:00,26.7,31.3,95,0.70,0.00
2023-09-10T10:00,26.9,31.5,92,1.50,0.00
2023-09-10T11:00,26.5,31.7,90,1.40,0.00
2023-09-10T12:00,26.8,31.7,82,1.00,0.00
2023-09-10T13:00,26.8,31.7,73,0.40,0.00
2023-09-10T14:00,26.7,31.7,65,0.10,0.00
2023-09-10T15:00,26.6,31.6,59,0.50,0.00
2023-09-10T16:00,26.4,31.5,54,0.10,0.00
2023-09-10T17:00,27.3,32.7,48,0.00,0.00
2023-09-10T18:00,26.7,32.0,62,0.00,0.00
2023-09-10T19:00,26.3,31.8,76,0.00,0.00
2023-09-10T20:00,25.9,31.5,90,0.00,0.00
2023-09-10T21:00,25.7,31.2,84,0.00,0.00
2023-09-10T22:00,25.5,30.9,77,0.00,0.00
2023-09-10T23:00,25.6,31.1,71,0.00,0.00
2023-09-11T00:00,25.5,31.0,75,0.00,0.00
2023-09-11T01:00,25.4,30.9,80,0.00,0.00
2023-09-11T02:00,25.3,30.8,84,0.00,0.00
2023-09-11T03:00,25.3,30.9,67,0.00,0.00
2023-09-11T04:00,25.2,30.7,49,0.00,0.00
2023-09-11T05:00,25.3,30.8,32,0.00,0.00
2023-09-11T06:00,25.2,30.6,42,0.00,0.00
2023-09-11T07:00,25.9,31.3,51,0.00,0.00
2023-09-11T08:00,27.2,31.8,61,0.00,0.00
2023-09-11T09:00,28.5,33.0,47,0.00,0.00
2023-09-11T10:00,29.1,33.9,33,0.10,0.00
2023-09-11T11:00,28.9,34.3,19,0.10,0.00
2023-09-11T12:00,30.1,36.0,21,0.10,0.00
2023-09-11T13:00,31.3,37.7,24,0.00,0.00
2023-09-11T14:00,31.4,37.0,26,0.00,0.00
2023-09-11T15:00,30.8,36.2,18,0.10,0.00
2023-09-11T16:00,29.8,35.4,11,0.40,0.00
2023-09-11T17:00,29.9,35.2,3,0.00,0.00
2023-09-11T18:00,28.9,34.6,2,0.00,0.00
2023-09-11T19:00,28.1,34.5,1,0.00,0.00
2023-09-11T20:00,27.6,34.0,0,0.00,0.00
2023-09-11T21:00,27.2,33.7,0,0.00,0.00
2023-09-11T22:00,26.9,33.3,0,0.00,0.00
2023-09-11T23:00,27.3,33.8,0,0.00,0.00
2023-09-12T00:00,27.0,33.5,0,0.00,0.00
2023-09-12T01:00,26.8,33.3,0,0.00,0.00
2023-09-12T02:00,26.5,33.0,0,0.00,0.00
2023-09-12T03:00,26.3,32.8,0,0.00,0.00
2023-09-12T04:00,26.1,32.5,0,0.00,0.00
2023-09-12T05:00,26.3,32.7,0,0.00,0.00
2023-09-12T06:00,26.0,32.4,1,0.00,0.00
2023-09-12T07:00,27.0,33.5,2,0.00,0.00
2023-09-12T08:00,28.6,35.0,3,0.00,0.00
2023-09-12T09:00,30.3,36.1,3,0.00,0.00
2023-09-12T10:00,31.7,38.1,3,0.00,0.00
2023-09-12T11:00,32.3,38.9,3,0.00,0.00
2023-09-12T12:00,33.3,39.2,2,0.00,0.00
2023-09-12T13:00,33.9,39.7,1,0.00,0.00
2023-09-12T14:00,34.3,39.1,0,0.00,0.00
2023-09-12T15:00,33.6,37.8,0,0.00,0.00
2023-09-12T16:00,33.1,37.6,0,0.00,0.00
2023-09-12T17:00,32.1,37.7,0,0.00,0.00
2023-09-12T18:00,31.0,37.2,1,0.00,0.00
2023-09-12T19:00,30.1,36.8,2,0.00,0.00
2023-09-12T20:00,29.4,36.3,3,0.00,0.00
2023-09-12T21:00,28.9,35.9,4,0.00,0.00
2023-09-12T22:00,28.5,35.6,5,0.00,0.00
2023-09-12T23:00,28.7,36.1,6,0.00,0.00
2023-09-13T00:00,28.4,35.8,6,0.00,0.00
2023-09-13T01:00,28.1,35.5,6,0.00,0.00
2023-09-13T02:00,27.9,35.2,6,0.00,0.00
2023-09-13T03:00,27.7,35.0,4,0.00,0.00
2023-09-13T04:00,27.5,34.7,2,0.00,0.00
2023-09-13T05:00,27.9,35.5,0,0.00,0.00
2023-09-13T06:00,27.8,35.3,1,0.00,0.00
2023-09-13T07:00,28.5,35.9,2,0.00,0.00
2023-09-13T08:00,29.9,37.3,3,0.00,0.00
2023-09-13T09:00,31.4,38.0,3,0.00,0.00
2023-09-13T10:00,32.4,38.9,3,0.00,0.00
2023-09-13T11:00,33.5,39.7,3,0.00,0.00
2023-09-13T12:00,34.3,40.8,2,0.00,0.00
2023-09-13T13:00,34.9,40.9,1,0.00,0.00
2023-09-13T14:00,35.1,40.1,0,0.00,0.00
2023-09-13T15:00,34.5,39.5,0,0.00,0.00
2023-09-13T16:00,34.4,39.5,0,0.00,0.00
2023-09-13T17:00,34.1,39.5,0,0.00,0.00
2023-09-13T18:00,32.7,39.0,1,0.00,0.00
2023-09-13T19:00,31.7,38.6,2,0.00,0.00
2023-09-13T20:00,31.1,38.4,3,0.00,0.00
2023-09-13T21:00,30.8,38.2,4,0.00,0.00
2023-09-13T22:00,30.4,37.6,5,0.00,0.00
2023-09-13T23:00,30.7,38.1,6,0.00,0.00
2023-09-14T00:00,30.4,38.0,15,0.00,0.00
2023-09-14T01:00,30.1,37.8,23,0.00,0.00
2023-09-14T02:00,29.8,37.5,32,0.00,0.00
2023-09-14T03:00,29.5,37.2,26,0.00,0.00
2023-09-14T04:00,29.3,37.0,19,0.00,0.00
2023-09-14T05:00,28.9,36.2,13,1.20,0.00
2023-09-14T06:00,28.4,35.6,22,1.20,0.00
2023-09-14T07:00,28.9,36.2,30,0.00,0.00
2023-09-14T08:00,29.9,36.9,39,0.20,0.00
2023-09-14T09:00,29.4,35.4,26,3.40,0.00
2023-09-14T10:00,29.5,35.8,13,1.00,0.00
2023-09-14T11:00,33.3,40.8,0,0.00,0.00
2023-09-14T12:00,34.1,42.8,2,0.20,0.00
2023-09-14T13:00,34.5,42.3,4,0.10,0.00
2023-09-14T14:00,32.2,39.7,6,1.70,0.00
2023-09-14T15:00,30.8,37.9,4,2.00,0.00
2023-09-14T16:00,31.4,38.8,2,0.00,0.00
2023-09-14T17:00,33.0,40.1,0,0.00,0.00
2023-09-14T18:00,32.5,40.2,4,0.00,0.00
2023-09-14T19:00,32.5,40.4,9,0.00,0.00
2023-09-14T20:00,31.9,39.9,13,0.00,0.00
2023-09-14T21:00,31.2,39.2,11,0.00,0.00
2023-09-14T22:00,30.5,38.4,8,0.00,0.00
2023-09-14T23:00,30.7,38.6,6,0.00,0.00
2023-09-15T00:00,30.3,38.0,10,0.00,0.00
2023-09-15T01:00,29.9,37.6,15,0.00,0.00
2023-09-15T02:00,29.5,37.2,19,0.00,0.00
2023-09-15T03:00,27.1,32.5,19,5.70,0.00
2023-09-15T04:00,27.0,33.1,19,0.70,0.00
2023-09-15T05:00,27.9,34.9,19,0.00,0.00
2023-09-15T06:00,27.8,34.7,46,0.00,0.00
2023-09-15T07:00,28.3,35.2,73,0.00,0.00
2023-09-15T08:00,29.3,36.3,100,0.00,0.00
2023-09-15T09:00,31.1,37.9,90,0.00,0.00
2023-09-15T10:00,32.9,40.2,81,0.00,0.00
2023-09-15T11:00,30.2,37.5,71,0.20,0.00
2023-09-15T12:00,31.5,38.5,63,0.60,0.00
2023-09-15T13:00,31.3,37.6,56,0.50,0.00
2023-09-15T14:00,31.1,37.3,48,0.20,0.00
2023-09-15T15:00,31.5,37.8,32,0.10,0.00
2023-09-15T16:00,32.0,38.0,16,0.00,0.00
2023-09-15T17:00,32.5,38.6,0,0.00,0.00
2023-09-15T18:00,31.7,38.1,10,0.00,0.00
2023-09-15T19:00,31.1,37.9,19,0.00,0.00
2023-09-15T20:00,30.5,37.6,29,0.00,0.00
2023-09-15T21:00,30.0,37.3,38,0.00,0.00
2023-09-15T22:00,29.6,36.8,46,0.00,0.00
2023-09-15T23:00,28.9,35.9,55,0.00,0.00
2023-09-16T00:00,28.6,35.4,50,0.00,0.00
2023-09-16T01:00,28.2,35.0,44,0.00,0.00
2023-09-16T02:00,27.9,34.5,39,0.00,0.00
2023-09-16T03:00,27.6,34.2,35,0.00,0.00
2023-09-16T04:00,27.4,34.0,30,0.00,0.00
2023-09-16T05:00,27.5,34.1,26,0.00,0.00
2023-09-16T06:00,27.4,33.8,24,0.00,0.00
2023-09-16T07:00,28.2,34.7,21,0.00,0.00
2023-09-16T08:00,29.7,35.9,19,0.00,0.00
2023-09-16T09:00,31.4,37.4,19,0.00,0.00
2023-09-16T10:00,32.2,38.5,19,0.60,0.00
2023-09-16T11:00,31.6,37.3,19,2.00,0.00
2023-09-16T12:00,32.4,38.4,16,0.10,0.00
2023-09-16T13:00,33.2,38.6,13,0.00,0.00
2023-09-16T14:00,32.7,38.2,10,0.30,0.00
